x,y,image,r,g,b,clear
52,38,1,128,128,128,0
54,38,1,128,128,128,0
56,38,1,128,128,128,0
58,38,1,128,128,128,0
60,38,1,128,128,128,0
62,38,1,128,128,128,0
64,38,1,128,128,128,0
66,38,1,128,128,128,0
68,38,1,128,128,128,0
70,38,1,128,128,128,0
72,38,1,128,128,128,0
74,38,1,128,128,128,0
76,38,1,128,128,128,0
78,38,1,128,128,128,0
80,38,1,128,128,128,0
82,38,1,128,128,128,0
84,38,1,128,128,128,0
86,38,1,128,128,128,0
88,38,1,128,128,128,0
90,38,1,128,128,128,0
92,38,1,128,128,128,0
94,38,1,128,128,128,0
96,38,1,128,128,128,0
98,38,1,128,128,128,0
100,38,1,128,128,128,0
102,38,1,128,128,128,0
104,38,1,128,128,128,0
106,38,1,128,128,128,0
108,38,1,128,128,128,0
110,38,1,128,128,128,0
112,38,1,128,128,128,0
114,38,1,128,128,128,0
116,38,1,128,128,128,0
118,38,1,128,128,128,0
120,38,1,128,128,128,0
122,38,1,128,128,128,0
124,38,1,128,128,128,0
126,38,1,128,128,128,0
128,38,1,128,128,128,0
130,38,1,128,128,128,0
132,38,1,128,128,128,0
134,38,1,128,128,128,0
136,38,1,128,128,128,0
138,38,1,128,128,128,0
140,38,1,128,128,128,0
142,38,1,128,128,128,0
144,38,1,128,128,128,0
146,38,1,128,128,128,0
148,38,1,128,128,128,0
150,38,1,128,128,128,0
152,38,1,128,128,128,0
154,38,1,128,128,128,0
156,38,1,128,128,128,0
158,38,1,128,128,128,0
160,38,1,128,128,128,0
162,38,1,128,128,128,0
164,38,1,128,128,128,0
166,38,1,128,128,128,0
168,38,1,128,128,128,0
170,38,1,128,128,128,0
172,38,1,128,128,128,0
174,38,1,128,128,128,0
176,38,1,128,128,128,0
178,38,1,128,128,128,0
180,38,1,128,128,128,0
182,38,1,128,128,128,0
184,38,1,128,128,128,0
186,38,1,128,128,128,0
188,38,1,128,128,128,0
190,38,1,128,128,128,0
192,38,1,128,128,128,0
194,38,1,128,128,128,0
196,38,1,128,128,128,0
198,38,1,128,128,128,0
0,40,1,128,128,128,0
2,40,1,128,128,128,0
4,40,1,128,128,128,0
6,40,1,128,128,128,0
8,40,1,128,128,128,0
10,40,1,128,128,128,0
12,40,1,128,128,128,0
14,40,1,128,128,128,0
16,40,1,128,128,128,0
18,40,1,128,128,128,0
20,40,1,128,128,128,0
22,40,1,128,128,128,0
24,40,1,128,128,128,0
26,40,1,128,128,128,0
28,40,1,128,128,128,0
30,40,1,128,128,128,0
32,40,1,128,128,128,0
34,40,1,128,128,128,0
36,40,1,128,128,128,0
38,40,1,128,128,128,0
40,40,1,128,128,128,0
42,40,1,128,128,128,0
44,40,1,128,128,128,0
46,40,1,128,128,128,0
48,40,1,128,128,128,0
50,40,1,128,128,128,0
52,40,1,128,128,128,0
54,40,1,128,128,128,0
56,40,1,128,128,128,0
58,40,1,128,128,128,0
60,40,1,128,128,128,0
62,40,1,128,128,128,0
64,40,1,128,128,128,0
66,40,1,128,128,128,0
68,40,1,128,128,128,0
70,40,1,128,128,128,0
72,40,1,128,128,128,0
74,40,1,128,128,128,0
76,40,1,128,128,128,0
78,40,1,128,128,128,0
80,40,1,128,128,128,0
82,40,1,128,128,128,0
84,40,1,128,128,128,0
86,40,1,128,128,128,0
88,40,1,128,128,128,0
90,40,1,128,128,128,0
92,40,1,128,128,128,0
94,40,1,128,128,128,0
96,40,1,128,128,128,0
98,40,1,128,128,128,0
100,40,1,128,128,128,0
102,40,1,128,128,128,0
104,40,1,128,128,128,0
106,40,1,128,128,128,0
108,40,1,128,128,128,0
110,40,1,128,128,128,0
112,40,1,128,128,128,0
114,40,1,128,128,128,0
116,40,1,128,128,128,0
118,40,1,128,128,128,0
120,40,1,128,128,128,0
122,40,1,128,128,128,0
124,40,1,128,128,128,0
126,40,1,128,128,128,0
128,40,1,128,128,128,0
130,40,1,128,128,128,0
132,40,1,128,128,128,0
134,40,1,128,128,128,0
136,40,1,128,128,128,0
138,40,1,128,128,128,0
140,40,1,128,128,128,0
142,40,1,128,128,128,0
144,40,1,128,128,128,0
146,40,1,128,128,128,0
148,40,1,128,128,128,0
150,40,1,128,128,128,0
152,40,1,128,128,128,0
154,40,1,128,128,128,0
156,40,1,128,128,128,0
158,40,1,128,128,128,0
160,40,1,128,128,128,0
162,40,1,128,128,128,0
164,40,1,128,128,128,0
166,40,1,128,128,128,0
168,40,1,128,128,128,0
170,40,1,128,128,128,0
172,40,1,128,128,128,0
174,40,1,128,128,128,0
176,40,1,128,128,128,0
178,40,1,128,128,128,0
180,40,1,128,128,128,0
182,40,1,128,128,128,0
184,40,1,128,128,128,0
186,40,1,128,128,128,0
188,40,1,128,128,128,0
190,40,1,128,128,128,0
192,40,1,128,128,128,0
194,40,1,128,128,128,0
196,40,1,128,128,128,0
198,40,1,128,128,128,0
0,42,1,128,128,128,0
2,42,1,128,128,128,0
4,42,1,128,128,128,0
6,42,1,128,128,128,0
8,42,1,128,128,128,0
10,42,1,128,128,128,0
12,42,1,128,128,128,0
14,42,1,128,128,128,0
16,42,1,128,128,128,0
18,42,1,128,128,128,0
20,42,1,128,128,128,0
22,42,1,128,128,128,0
24,42,1,128,128,128,0
26,42,1,128,128,128,0
28,42,1,128,128,128,0
30,42,1,128,128,128,0
32,42,1,128,128,128,0
34,42,1,128,128,128,0
36,42,1,128,128,128,0
38,42,1,128,128,128,0
40,42,1,128,128,128,0
42,42,1,128,128,128,0
44,42,1,128,128,128,0
46,42,1,128,128,128,0
48,42,1,128,128,128,0
50,42,1,128,128,128,0
52,42,1,128,128,128,0
54,42,1,128,128,128,0
56,42,1,128,128,128,0
58,42,1,128,128,128,0
60,42,1,128,128,128,0
62,42,1,128,128,128,0
64,42,1,128,128,128,0
66,42,1,128,128,128,0
68,42,1,128,128,128,0
70,42,1,128,128,128,0
72,42,1,128,128,128,0
74,42,1,128,128,128,0
76,42,1,128,128,128,0
78,42,1,128,128,128,0
80,42,1,128,128,128,0
82,42,1,128,128,128,0
84,42,1,128,128,128,0
86,42,1,128,128,128,0
88,42,1,128,128,128,0
90,42,1,128,128,128,0
92,42,1,128,128,128,0
94,42,1,128,128,128,0
96,42,1,128,128,128,0
98,42,1,128,128,128,0
100,42,1,128,128,128,0
102,42,1,128,128,128,0
104,42,1,128,128,128,0
106,42,1,128,128,128,0
108,42,1,128,128,128,0
110,42,1,128,128,128,0
112,42,1,128,128,128,0
114,42,1,128,128,128,0
116,42,1,128,128,128,0
118,42,1,128,128,128,0
120,42,1,128,128,128,0
122,42,1,128,128,128,0
124,42,1,128,128,128,0
126,42,1,128,128,128,0
128,42,1,128,128,128,0
130,42,1,128,128,128,0
132,42,1,128,128,128,0
134,42,1,128,128,128,0
136,42,1,128,128,128,0
138,42,1,128,128,128,0
140,42,1,128,128,128,0
142,42,1,128,128,128,0
144,42,1,128,128,128,0
146,42,1,128,128,128,0
148,42,1,128,128,128,0
150,42,1,128,128,128,0
152,42,1,128,128,128,0
154,42,1,128,128,128,0
156,42,1,128,128,128,0
158,42,1,128,128,128,0
160,42,1,128,128,128,0
162,42,1,128,128,128,0
164,42,1,128,128,128,0
166,42,1,128,128,128,0
168,42,1,128,128,128,0
170,42,1,128,128,128,0
172,42,1,128,128,128,0
174,42,1,128,128,128,0
176,42,1,128,128,128,0
178,42,1,128,128,128,0
180,42,1,128,128,128,0
182,42,1,128,128,128,0
184,42,1,128,128,128,0
186,42,1,128,128,128,0
188,42,1,128,128,128,0
190,42,1,128,128,128,0
192,42,1,128,128,128,0
194,42,1,128,128,128,0
196,42,1,128,128,128,0
198,42,1,128,128,128,0
0,44,1,128,128,128,0
2,44,1,128,128,128,0
4,44,1,128,128,128,0
6,44,1,128,128,128,0
8,44,1,128,128,128,0
10,44,1,128,128,128,0
12,44,1,128,128,128,0
14,44,1,128,128,128,0
16,44,1,128,128,128,0
18,44,1,128,128,128,0
20,44,1,128,128,128,0
22,44,1,128,128,128,0
24,44,1,128,128,128,0
26,44,1,128,128,128,0
28,44,1,128,128,128,0
30,44,1,128,128,128,0
32,44,1,128,128,128,0
34,44,1,128,128,128,0
36,44,1,128,128,128,0
38,44,1,128,128,128,0
40,44,1,128,128,128,0
42,44,1,128,128,128,0
44,44,1,128,128,128,0
46,44,1,128,128,128,0
48,44,1,128,128,128,0
50,44,1,128,128,128,0
52,44,1,128,128,128,0
54,44,1,128,128,128,0
56,44,1,128,128,128,0
58,44,1,128,128,128,0
60,44,1,128,128,128,0
62,44,1,128,128,128,0
64,44,1,128,128,128,0
66,44,1,128,128,128,0
68,44,1,128,128,128,0
70,44,1,128,128,128,0
72,44,1,128,128,128,0
74,44,1,128,128,128,0
76,44,1,128,128,128,0
78,44,1,128,128,128,0
80,44,1,128,128,128,0
82,44,1,128,128,128,0
84,44,1,128,128,128,0
86,44,1,128,128,128,0
88,44,1,128,128,128,0
90,44,1,128,128,128,0
92,44,1,128,128,128,0
94,44,1,128,128,128,0
96,44,1,128,128,128,0
98,44,1,128,128,128,0
100,44,1,128,128,128,0
102,44,1,128,128,128,0
104,44,1,128,128,128,0
106,44,1,128,128,128,0
108,44,1,128,128,128,0
110,44,1,128,128,128,0
112,44,1,128,128,128,0
114,44,1,128,128,128,0
116,44,1,128,128,128,0
118,44,1,128,128,128,0
120,44,1,128,128,128,0
122,44,1,128,128,128,0
124,44,1,128,128,128,0
126,44,1,128,128,128,0
128,44,1,128,128,128,0
130,44,1,128,128,128,0
132,44,1,128,128,128,0
134,44,1,128,128,128,0
136,44,1,128,128,128,0
138,44,1,128,128,128,0
140,44,1,128,128,128,0
142,44,1,128,128,128,0
144,44,1,128,128,128,0
146,44,1,128,128,128,0
148,44,1,128,128,128,0
150,44,1,128,128,128,0
152,44,1,128,128,128,0
154,44,1,128,128,128,0
156,44,1,128,128,128,0
158,44,1,128,128,128,0
160,44,1,128,128,128,0
162,44,1,128,128,128,0
164,44,1,128,128,128,0
166,44,1,128,128,128,0
168,44,1,128,128,128,0
170,44,1,128,128,128,0
172,44,1,128,128,128,0
174,44,1,128,128,128,0
176,44,1,128,128,128,0
178,44,1,128,128,128,0
180,44,1,128,128,128,0
182,44,1,128,128,128,0
184,44,1,128,128,128,0
186,44,1,128,128,128,0
188,44,1,128,128,128,0
190,44,1,128,128,128,0
192,44,1,128,128,128,0
194,44,1,128,128,128,0
196,44,1,128,128,128,0
198,44,1,128,128,128,0
0,46,1,128,128,128,0
2,46,1,128,128,128,0
4,46,1,128,128,128,0
6,46,1,128,128,128,0
8,46,1,128,128,128,0
10,46,1,128,128,128,0
12,46,1,128,128,128,0
14,46,1,128,128,128,0
16,46,1,128,128,128,0
18,46,1,128,128,128,0
20,46,1,128,128,128,0
22,46,1,128,128,128,0
24,46,1,128,128,128,0
26,46,1,128,128,128,0
28,46,1,128,128,128,0
30,46,1,128,128,128,0
32,46,1,128,128,128,0
34,46,1,128,128,128,0
36,46,1,128,128,128,0
38,46,1,128,128,128,0
40,46,1,128,128,128,0
42,46,1,128,128,128,0
44,46,1,128,128,128,0
46,46,1,128,128,128,0
48,46,1,128,128,128,0
50,46,1,128,128,128,0
52,46,1,128,128,128,0
54,46,1,128,128,128,0
56,46,1,128,128,128,0
58,46,1,128,128,128,0
60,46,1,128,128,128,0
62,46,1,128,128,128,0
64,46,1,128,128,128,0
66,46,1,128,128,128,0
68,46,1,128,128,128,0
70,46,1,128,128,128,0
72,46,1,128,128,128,0
74,46,1,128,128,128,0
76,46,1,128,128,128,0
78,46,1,128,128,128,0
80,46,1,128,128,128,0
82,46,1,128,128,128,0
84,46,1,128,128,128,0
86,46,1,128,128,128,0
88,46,1,128,128,128,0
90,46,1,128,128,128,0
92,46,1,128,128,128,0
94,46,1,128,128,128,0
96,46,1,128,128,128,0
98,46,1,128,128,128,0
100,46,1,128,128,128,0
102,46,1,128,128,128,0
104,46,1,128,128,128,0
106,46,1,128,128,128,0
108,46,1,128,128,128,0
110,46,1,128,128,128,0
112,46,1,128,128,128,0
114,46,1,128,128,128,0
116,46,1,128,128,128,0
118,46,1,128,128,128,0
120,46,1,128,128,128,0
122,46,1,128,128,128,0
124,46,1,128,128,128,0
126,46,1,128,128,128,0
128,46,1,128,128,128,0
130,46,1,128,128,128,0
132,46,1,128,128,128,0
134,46,1,128,128,128,0
136,46,1,128,128,128,0
138,46,1,128,128,128,0
140,46,1,128,128,128,0
142,46,1,128,128,128,0
144,46,1,128,128,128,0
146,46,1,128,128,128,0
148,46,1,128,128,128,0
150,46,1,128,128,128,0
152,46,1,128,128,128,0
154,46,1,128,128,128,0
156,46,1,128,128,128,0
158,46,1,128,128,128,0
160,46,1,128,128,128,0
162,46,1,128,128,128,0
164,46,1,128,128,128,0
166,46,1,128,128,128,0
168,46,1,128,128,128,0
170,46,1,128,128,128,0
172,46,1,128,128,128,0
174,46,1,128,128,128,0
176,46,1,128,128,128,0
178,46,1,128,128,128,0
180,46,1,128,128,128,0
182,46,1,128,128,128,0
184,46,1,128,128,128,0
186,46,1,128,128,128,0
188,46,1,128,128,128,0
190,46,1,128,128,128,0
192,46,1,128,128,128,0
194,46,1,128,128,128,0
196,46,1,128,128,128,0
198,46,1,128,128,128,0
0,48,1,128,128,128,0
2,48,1,128,128,128,0
4,48,1,128,128,128,0
6,48,1,128,128,128,0
8,48,1,128,128,128,0
10,48,1,128,128,128,0
12,48,1,128,128,128,0
14,48,1,128,128,128,0
16,48,1,128,128,128,0
18,48,1,128,128,128,0
20,48,1,128,128,128,0
22,48,1,128,128,128,0
24,48,1,128,128,128,0
26,48,1,128,128,128,0
28,48,1,128,128,128,0
30,48,1,128,128,128,0
32,48,1,128,128,128,0
34,48,1,128,128,128,0
36,48,1,128,128,128,0
38,48,1,128,128,128,0
40,48,1,128,128,128,0
42,48,1,128,128,128,0
44,48,1,128,128,128,0
46,48,1,128,128,128,0
48,48,1,128,128,128,0
50,48,1,128,128,128,0
52,48,1,128,128,128,0
54,48,1,128,128,128,0
56,48,1,128,128,128,0
58,48,1,128,128,128,0
60,48,1,128,128,128,0
62,48,1,128,128,128,0
64,48,1,128,128,128,0
66,48,1,128,128,128,0
68,48,1,128,128,128,0
70,48,1,128,128,128,0
72,48,1,128,128,128,0
74,48,1,128,128,128,0
76,48,1,128,128,128,0
78,48,1,128,128,128,0
80,48,1,128,128,128,0
82,48,1,128,128,128,0
84,48,1,128,128,128,0
86,48,1,128,128,128,0
88,48,1,128,128,128,0
90,48,1,128,128,128,0
92,48,1,128,128,128,0
94,48,1,128,128,128,0
96,48,1,128,128,128,0
98,48,1,128,128,128,0
100,48,1,128,128,128,0
102,48,1,128,128,128,0
104,48,1,128,128,128,0
106,48,1,128,128,128,0
108,48,1,128,128,128,0
110,48,1,128,128,128,0
112,48,1,128,128,128,0
114,48,1,128,128,128,0
116,48,1,128,128,128,0
118,48,1,128,128,128,0
120,48,1,128,128,128,0
122,48,1,128,128,128,0
124,48,1,128,128,128,0
126,48,1,128,128,128,0
128,48,1,128,128,128,0
130,48,1,128,128,128,0
132,48,1,128,128,128,0
134,48,1,128,128,128,0
136,48,1,128,128,128,0
138,48,1,128,128,128,0
140,48,1,128,128,128,0
142,48,1,128,128,128,0
144,48,1,128,128,128,0
146,48,1,128,128,128,0
148,48,1,128,128,128,0
150,48,1,128,128,128,0
152,48,1,128,128,128,0
154,48,1,128,128,128,0
156,48,1,128,128,128,0
158,48,1,128,128,128,0
160,48,1,128,128,128,0
162,48,1,128,128,128,0
164,48,1,128,128,128,0
166,48,1,128,128,128,0
168,48,1,128,128,128,0
170,48,1,128,128,128,0
172,48,1,128,128,128,0
174,48,1,128,128,128,0
176,48,1,128,128,128,0
178,48,1,128,128,128,0
180,48,1,128,128,128,0
182,48,1,128,128,128,0
184,48,1,128,128,128,0
186,48,1,128,128,128,0
188,48,1,128,128,128,0
190,48,1,128,128,128,0
192,48,1,128,128,128,0
194,48,1,128,128,128,0
196,48,1,128,128,128,0
198,48,1,128,128,128,0
0,50,1,128,128,128,0
2,50,1,128,128,128,0
4,50,1,128,128,128,0
6,50,1,128,128,128,0
8,50,1,128,128,128,0
10,50,1,128,128,128,0
12,50,1,128,128,128,0
14,50,1,128,128,128,0
16,50,1,128,128,128,0
18,50,1,128,128,128,0
20,50,1,128,128,128,0
22,50,1,128,128,128,0
24,50,1,128,128,128,0
26,50,1,128,128,128,0
28,50,1,128,128,128,0
30,50,1,128,128,128,0
32,50,1,128,128,128,0
34,50,1,128,128,128,0
36,50,1,128,128,128,0
38,50,1,128,128,128,0
40,50,1,128,128,128,0
42,50,1,128,128,128,0
44,50,1,128,128,128,0
46,50,1,128,128,128,0
48,50,1,128,128,128,0
50,50,1,128,128,128,0
52,50,1,128,128,128,0
54,50,1,128,128,128,0
56,50,1,128,128,128,0
58,50,1,128,128,128,0
60,50,1,128,128,128,0
62,50,1,128,128,128,0
64,50,1,128,128,128,0
66,50,1,128,128,128,0
68,50,1,128,128,128,0
70,50,1,128,128,128,0
72,50,1,128,128,128,0
74,50,1,128,128,128,0
76,50,1,128,128,128,0
78,50,1,128,128,128,0
80,50,1,128,128,128,0
82,50,1,128,128,128,0
84,50,1,128,128,128,0
86,50,1,128,128,128,0
88,50,1,128,128,128,0
90,50,1,128,128,128,0
92,50,1,128,128,128,0
94,50,1,128,128,128,0
96,50,1,128,128,128,0
98,50,1,128,128,128,0
100,50,1,128,128,128,0
102,50,1,128,128,128,0
104,50,1,128,128,128,0
106,50,1,128,128,128,0
108,50,1,128,128,128,0
110,50,1,128,128,128,0
112,50,1,128,128,128,0
114,50,1,128,128,128,0
116,50,1,128,128,128,0
118,50,1,128,128,128,0
120,50,1,128,128,128,0
122,50,1,128,128,128,0
124,50,1,128,128,128,0
126,50,1,128,128,128,0
128,50,1,128,128,128,0
130,50,1,128,128,128,0
132,50,1,128,128,128,0
134,50,1,128,128,128,0
136,50,1,128,128,128,0
138,50,1,128,128,128,0
140,50,1,128,128,128,0
142,50,1,128,128,128,0
144,50,1,128,128,128,0
146,50,1,128,128,128,0
148,50,1,128,128,128,0
150,50,1,128,128,128,0
152,50,1,128,128,128,0
154,50,1,128,128,128,0
156,50,1,128,128,128,0
158,50,1,128,128,128,0
160,50,1,128,128,128,0
162,50,1,128,128,128,0
164,50,1,128,128,128,0
166,50,1,128,128,128,0
168,50,1,128,128,128,0
170,50,1,128,128,128,0
172,50,1,128,128,128,0
174,50,1,128,128,128,0
176,50,1,128,128,128,0
178,50,1,128,128,128,0
180,50,1,128,128,128,0
182,50,1,128,128,128,0
184,50,1,128,128,128,0
186,50,1,128,128,128,0
188,50,1,128,128,128,0
190,50,1,128,128,128,0
192,50,1,128,128,128,0
194,50,1,128,128,128,0
196,50,1,128,128,128,0
198,50,1,128,128,128,0
0,52,1,128,128,128,0
2,52,1,128,128,128,0
4,52,1,128,128,128,0
6,52,1,128,128,128,0
8,52,1,128,128,128,0
10,52,1,128,128,128,0
12,52,1,128,128,128,0
14,52,1,128,128,128,0
16,52,1,128,128,128,0
18,52,1,128,128,128,0
20,52,1,128,128,128,0
22,52,1,128,128,128,0
24,52,1,128,128,128,0
26,52,1,128,128,128,0
28,52,1,128,128,128,0
30,52,1,128,128,128,0
32,52,1,128,128,128,0
34,52,1,128,128,128,0
36,52,1,128,128,128,0
38,52,1,128,128,128,0
40,52,1,128,128,128,0
42,52,1,128,128,128,0
44,52,1,128,128,128,0
46,52,1,128,128,128,0
48,52,1,128,128,128,0
50,52,1,128,128,128,0
52,52,1,128,128,128,0
54,52,1,128,128,128,0
56,52,1,128,128,128,0
58,52,1,128,128,128,0
60,52,1,128,128,128,0
62,52,1,128,128,128,0
64,52,1,128,128,128,0
66,52,1,128,128,128,0
68,52,1,128,128,128,0
70,52,1,128,128,128,0
72,52,1,128,128,128,0
74,52,1,128,128,128,0
76,52,1,128,128,128,0
78,52,1,128,128,128,0
80,52,1,128,128,128,0
82,52,1,128,128,128,0
84,52,1,128,128,128,0
86,52,1,128,128,128,0
88,52,1,128,128,128,0
90,52,1,128,128,128,0
92,52,1,128,128,128,0
94,52,1,128,128,128,0
96,52,1,128,128,128,0
98,52,1,128,128,128,0
100,52,1,128,128,128,0
102,52,1,128,128,128,0
104,52,1,128,128,128,0
106,52,1,128,128,128,0
108,52,1,128,128,128,0
110,52,1,128,128,128,0
112,52,1,128,128,128,0
114,52,1,128,128,128,0
116,52,1,128,128,128,0
118,52,1,128,128,128,0
120,52,1,128,128,128,0
122,52,1,128,128,128,0
124,52,1,128,128,128,0
126,52,1,128,128,128,0
128,52,1,128,128,128,0
130,52,1,128,128,128,0
132,52,1,128,128,128,0
134,52,1,128,128,128,0
136,52,1,128,128,128,0
138,52,1,128,128,128,0
140,52,1,128,128,128,0
142,52,1,128,128,128,0
144,52,1,128,128,128,0
146,52,1,128,128,128,0
148,52,1,128,128,128,0
150,52,1,128,128,128,0
152,52,1,128,128,128,0
154,52,1,128,128,128,0
156,52,1,128,128,128,0
158,52,1,128,128,128,0
160,52,1,128,128,128,0
162,52,1,128,128,128,0
164,52,1,128,128,128,0
166,52,1,128,128,128,0
168,52,1,128,128,128,0
170,52,1,128,128,128,0
172,52,1,128,128,128,0
174,52,1,128,128,128,0
176,52,1,128,128,128,0
178,52,1,128,128,128,0
180,52,1,128,128,128,0
182,52,1,128,128,128,0
184,52,1,128,128,128,0
186,52,1,128,128,128,0
188,52,1,128,128,128,0
190,52,1,128,128,128,0
192,52,1,128,128,128,0
194,52,1,128,128,128,0
196,52,1,128,128,128,0
198,52,1,128,128,128,0
0,54,1,128,128,128,0
2,54,1,128,128,128,0
4,54,1,128,128,128,0
6,54,1,128,128,128,0
8,54,1,128,128,128,0
10,54,1,128,128,128,0
12,54,1,128,128,128,0
14,54,1,128,128,128,0
16,54,1,128,128,128,0
18,54,1,128,128,128,0
20,54,1,128,128,128,0
22,54,1,128,128,128,0
24,54,1,128,128,128,0
26,54,1,128,128,128,0
28,54,1,128,128,128,0
30,54,1,128,128,128,0
32,54,1,128,128,128,0
34,54,1,128,128,128,0
36,54,1,128,128,128,0
38,54,1,128,128,128,0
40,54,1,128,128,128,0
42,54,1,128,128,128,0
44,54,1,128,128,128,0
46,54,1,128,128,128,0
48,54,1,128,128,128,0
50,54,1,128,128,128,0
52,54,1,128,128,128,0
54,54,1,128,128,128,0
56,54,1,128,128,128,0
58,54,1,128,128,128,0
60,54,1,128,128,128,0
62,54,1,128,128,128,0
64,54,1,128,128,128,0
66,54,1,128,128,128,0
68,54,1,128,128,128,0
70,54,1,128,128,128,0
72,54,1,128,128,128,0
74,54,1,128,128,128,0
76,54,1,128,128,128,0
78,54,1,128,128,128,0
80,54,1,128,128,128,0
82,54,1,128,128,128,0
84,54,1,128,128,128,0
86,54,1,128,128,128,0
88,54,1,128,128,128,0
90,54,1,128,128,128,0
92,54,1,128,128,128,0
94,54,1,128,128,128,0
96,54,1,128,128,128,0
98,54,1,128,128,128,0
100,54,1,128,128,128,0
102,54,1,128,128,128,0
104,54,1,128,128,128,0
106,54,1,128,128,128,0
108,54,1,128,128,128,0
110,54,1,128,128,128,0
112,54,1,128,128,128,0
114,54,1,128,128,128,0
116,54,1,128,128,128,0
118,54,1,128,128,128,0
120,54,1,128,128,128,0
122,54,1,128,128,128,0
124,54,1,128,128,128,0
126,54,1,128,128,128,0
128,54,1,128,128,128,0
130,54,1,128,128,128,0
132,54,1,128,128,128,0
134,54,1,128,128,128,0
136,54,1,128,128,128,0
138,54,1,128,128,128,0
140,54,1,128,128,128,0
142,54,1,128,128,128,0
144,54,1,128,128,128,0
146,54,1,128,128,128,0
148,54,1,128,128,128,0
150,54,1,128,128,128,0
152,54,1,128,128,128,0
154,54,1,128,128,128,0
156,54,1,128,128,128,0
158,54,1,128,128,128,0
160,54,1,128,128,128,0
162,54,1,128,128,128,0
164,54,1,128,128,128,0
166,54,1,128,128,128,0
168,54,1,128,128,128,0
170,54,1,128,128,128,0
172,54,1,128,128,128,0
174,54,1,128,128,128,0
176,54,1,128,128,128,0
178,54,1,128,128,128,0
180,54,1,128,128,128,0
182,54,1,128,128,128,0
184,54,1,128,128,128,0
186,54,1,128,128,128,0
188,54,1,128,128,128,0
190,54,1,128,128,128,0
192,54,1,128,128,128,0
194,54,1,128,128,128,0
196,54,1,128,128,128,0
198,54,1,128,128,128,0
0,56,1,128,128,128,0
2,56,1,128,128,128,0
4,56,1,128,128,128,0
6,56,1,128,128,128,0
8,56,1,128,128,128,0
10,56,1,128,128,128,0
12,56,1,128,128,128,0
14,56,1,128,128,128,0
16,56,1,128,128,128,0
18,56,1,128,128,128,0
20,56,1,128,128,128,0
22,56,1,128,128,128,0
24,56,1,128,128,128,0
26,56,1,128,128,128,0
28,56,1,128,128,128,0
30,56,1,128,128,128,0
32,56,1,128,128,128,0
34,56,1,128,128,128,0
36,56,1,128,128,128,0
38,56,1,128,128,128,0
40,56,1,128,128,128,0
42,56,1,128,128,128,0
44,56,1,128,128,128,0
46,56,1,128,128,128,0
48,56,1,128,128,128,0
50,56,1,128,128,128,0
52,56,1,128,128,128,0
54,56,1,128,128,128,0
56,56,1,128,128,128,0
58,56,1,128,128,128,0
60,56,1,128,128,128,0
62,56,1,128,128,128,0
64,56,1,128,128,128,0
66,56,1,128,128,128,0
68,56,1,128,128,128,0
70,56,1,128,128,128,0
72,56,1,128,128,128,0
74,56,1,128,128,128,0
76,56,1,128,128,128,0
78,56,1,128,128,128,0
80,56,1,128,128,128,0
82,56,1,128,128,128,0
84,56,1,128,128,128,0
86,56,1,128,128,128,0
88,56,1,128,128,128,0
90,56,1,128,128,128,0
92,56,1,128,128,128,0
94,56,1,128,128,128,0
96,56,1,128,128,128,0
98,56,1,128,128,128,0
100,56,1,128,128,128,0
102,56,1,128,128,128,0
104,56,1,128,128,128,0
106,56,1,128,128,128,0
108,56,1,128,128,128,0
110,56,1,128,128,128,0
112,56,1,128,128,128,0
114,56,1,128,128,128,0
116,56,1,128,128,128,0
118,56,1,128,128,128,0
120,56,1,128,128,128,0
122,56,1,128,128,128,0
124,56,1,128,128,128,0
126,56,1,128,128,128,0
128,56,1,128,128,128,0
130,56,1,128,128,128,0
132,56,1,128,128,128,0
134,56,1,128,128,128,0
136,56,1,128,128,128,0
138,56,1,128,128,128,0
140,56,1,128,128,128,0
142,56,1,128,128,128,0
144,56,1,128,128,128,0
146,56,1,128,128,128,0
148,56,1,128,128,128,0
150,56,1,128,128,128,0
152,56,1,128,128,128,0
154,56,1,128,128,128,0
156,56,1,128,128,128,0
158,56,1,128,128,128,0
160,56,1,128,128,128,0
162,56,1,128,128,128,0
164,56,1,128,128,128,0
166,56,1,128,128,128,0
168,56,1,128,128,128,0
170,56,1,128,128,128,0
172,56,1,128,128,128,0
174,56,1,128,128,128,0
176,56,1,128,128,128,0
178,56,1,128,128,128,0
180,56,1,128,128,128,0
182,56,1,128,128,128,0
184,56,1,128,128,128,0
186,56,1,128,128,128,0
188,56,1,128,128,128,0
190,56,1,128,128,128,0
192,56,1,128,128,128,0
194,56,1,128,128,128,0
196,56,1,128,128,128,0
198,56,1,128,128,128,0
0,58,1,128,128,128,0
2,58,1,128,128,128,0
4,58,1,128,128,128,0
6,58,1,128,128,128,0
8,58,1,128,128,128,0
10,58,1,128,128,128,0
12,58,1,128,128,128,0
14,58,1,128,128,128,0
16,58,1,128,128,128,0
18,58,1,128,128,128,0
20,58,1,128,128,128,0
22,58,1,128,128,128,0
24,58,1,128,128,128,0
26,58,1,128,128,128,0
28,58,1,128,128,128,0
30,58,1,128,128,128,0
32,58,1,128,128,128,0
34,58,1,128,128,128,0
36,58,1,128,128,128,0
38,58,1,128,128,128,0
40,58,1,128,128,128,0
42,58,1,128,128,128,0
44,58,1,128,128,128,0
46,58,1,128,128,128,0
